"Class Code","Class Name","Parameter Code","Parameter"
"PAH","Polycyclic Aromatic Hydrocarbons","82223","Benzo(k)Fluoranthene PM10 STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17215","Benzo[a]anthracene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17242","Benzo[a]pyrene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17241","Benzo[a]pyrene-D12 (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17225","Benzo[b,k]fluoranthene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17220","Benzo[b]fluoranthene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17224","Benzo[e]pyrene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17237","Benzo[g,h,i]perylene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17223","Benzo[k]fluoranthene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","16772","Carbazole (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17208","Chrysene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17211","Coronene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17160","Cyclopenta[cd]pyrene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","82151","Dibenz(A-H)Anthracene PM10 STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17231","Dibenzo[a,h]anthracene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17201","Fluoranthene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17162","Fluoranthene-D10 (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17149","Fluorene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17161","Fluorene-D10 (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","82243","Indeno[1,2,3-cd] pyrene PM10 STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17243","Indeno[1,2,3-cd]pyrene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","45850","Naphthalene"
"PAH","Polycyclic Aromatic Hydrocarbons","17141","Naphthalene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17212","Perylene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17150","Phenanthrene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17199","Polycyclic organic matter (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17202","Polynuclear aromatic hydrocarbons (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17204","Pyrene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17205","Pyrene-D10 (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17158","Retene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","11104","Total polynuclear hydrocarbons"
"PAMS","Photochemical Assessment Monitoring System","45225","1,2,3-Trimethylbenzene"
"PAMS","Photochemical Assessment Monitoring System","45208","1,2,4-Trimethylbenzene"
"PAMS","Photochemical Assessment Monitoring System","45207","1,3,5-Trimethylbenzene"
"PAMS","Photochemical Assessment Monitoring System","43280","1-Butene"
"PAMS","Photochemical Assessment Monitoring System","43224","1-Pentene"
"PAMS","Photochemical Assessment Monitoring System","43250","2,2,4-Trimethylpentane"
"PAMS","Photochemical Assessment Monitoring System","43244","2,2-Dimethylbutane"
"PAMS","Photochemical Assessment Monitoring System","43252","2,3,4-Trimethylpentane"
"PAMS","Photochemical Assessment Monitoring System","43284","2,3-Dimethylbutane"
"PAMS","Photochemical Assessment Monitoring System","43291","2,3-Dimethylpentane"
"PAMS","Photochemical Assessment Monitoring System","43247","2,4-Dimethylpentane"
"PAMS","Photochemical Assessment Monitoring System","43960","2-Methylheptane"
"PAMS","Photochemical Assessment Monitoring System","43263","2-Methylhexane"
"PAMS","Photochemical Assessment Monitoring System","43285","2-Methylpentane"
"PAMS","Photochemical Assessment Monitoring System","43253","3-Methylheptane"
"PAMS","Photochemical Assessment Monitoring System","43249","3-Methylhexane"
"PAMS","Photochemical Assessment Monitoring System","43230","3-Methylpentane"
"PAMS","Photochemical Assessment Monitoring System","43503","Acetaldehyde"
"PAMS","Photochemical Assessment Monitoring System","43551","Acetone"
"PAMS","Photochemical Assessment Monitoring System","43206","Acetylene"
"PAMS","Photochemical Assessment Monitoring System","64101","Barometric pressure"
"PAMS","Photochemical Assessment Monitoring System","45201","Benzene"
"PAMS","Photochemical Assessment Monitoring System","43248","Cyclohexane"
"PAMS","Photochemical Assessment Monitoring System","43242","Cyclopentane"
"PAMS","Photochemical Assessment Monitoring System","62103","Dew Point"
"PAMS","Photochemical Assessment Monitoring System","43202","Ethane"
"PAMS","Photochemical Assessment Monitoring System","45203","Ethylbenzene"
"PAMS","Photochemical Assessment Monitoring System","43203","Ethylene"
"PAMS","Photochemical Assessment Monitoring System","43502","Formaldehyde"
"PAMS","Photochemical Assessment Monitoring System","43214","Isobutane"
"PAMS","Photochemical Assessment Monitoring System","43221","Isopentane"
"PAMS","Photochemical Assessment Monitoring System","43243","Isoprene"
"PAMS","Photochemical Assessment Monitoring System","45210","Isopropylbenzene"
"PAMS","Photochemical Assessment Monitoring System","43261","Methylcyclohexane"
"PAMS","Photochemical Assessment Monitoring System","43262","Methylcyclopentane"
"PAMS","Photochemical Assessment Monitoring System","42601","Nitric oxide (NO)"
"PAMS","Photochemical Assessment Monitoring System","42602","Nitrogen dioxide (NO2)"
"PAMS","Photochemical Assessment Monitoring System","62101","Outdoor Temperature"
"PAMS","Photochemical Assessment Monitoring System","42603","Oxides of nitrogen (NOx)"
"PAMS","Photochemical Assessment Monitoring System","44201","Ozone"
"PAMS","Photochemical Assessment Monitoring System","43204","Propane"
"PAMS","Photochemical Assessment Monitoring System","43205","Propylene"
"PAMS","Photochemical Assessment Monitoring System","65102","Rain/melt precipitation"
"PAMS","Photochemical Assessment Monitoring System","42600","Reactive oxides of nitrogen (NOy)"
"PAMS","Photochemical Assessment Monitoring System","62201","Relative Humidity "
"PAMS","Photochemical Assessment Monitoring System","63301","Solar radiation"
"PAMS","Photochemical Assessment Monitoring System","45220","Styrene"
"PAMS","Photochemical Assessment Monitoring System","43000","Sum of PAMS target compounds"
"PAMS","Photochemical Assessment Monitoring System","45202","Toluene"
"PAMS","Photochemical Assessment Monitoring System","43102","Total NMOC (non-methane organic compound)"
"PAMS","Photochemical Assessment Monitoring System","63302","Ultraviolet radiation"
"PAMS","Photochemical Assessment Monitoring System","63304","Ultraviolet radiation (type B)"
"PAMS","Photochemical Assessment Monitoring System","61112","Vert Wind Direction"
"PAMS","Photochemical Assessment Monitoring System","61104","Wind Direction - Resultant"
"PAMS","Photochemical Assessment Monitoring System","61102","Wind Direction - Scalar"
"PAMS","Photochemical Assessment Monitoring System","61103","Wind Speed - Resultant"
"PAMS","Photochemical Assessment Monitoring System","61101","Wind Speed - Scalar"
"PAMS","Photochemical Assessment Monitoring System","43217","cis-2-Butene"
"PAMS","Photochemical Assessment Monitoring System","43227","cis-2-Pentene"
"PAMS","Photochemical Assessment Monitoring System","45218","m-Diethylbenzene"
"PAMS","Photochemical Assessment Monitoring System","45212","m-Ethyltoluene"
"PAMS","Photochemical Assessment Monitoring System","45109","m/p Xylene"
"PAMS","Photochemical Assessment Monitoring System","43212","n-Butane"
"PAMS","Photochemical Assessment Monitoring System","43238","n-Decane"
"PAMS","Photochemical Assessment Monitoring System","43232","n-Heptane"
"PAMS","Photochemical Assessment Monitoring System","43231","n-Hexane"
"PAMS","Photochemical Assessment Monitoring System","43235","n-Nonane"
"PAMS","Photochemical Assessment Monitoring System","43233","n-Octane"
"PAMS","Photochemical Assessment Monitoring System","43220","n-Pentane"
"PAMS","Photochemical Assessment Monitoring System","45209","n-Propylbenzene"
"PAMS","Photochemical Assessment Monitoring System","43954","n-Undecane"
"PAMS","Photochemical Assessment Monitoring System","45211","o-Ethyltoluene"
"PAMS","Photochemical Assessment Monitoring System","45204","o-Xylene"
"PAMS","Photochemical Assessment Monitoring System","45219","p-Diethylbenzene"
"PAMS","Photochemical Assessment Monitoring System","45213","p-Ethyltoluene"
"PAMS","Photochemical Assessment Monitoring System","43216","trans-2-Butene"
"PAMS","Photochemical Assessment Monitoring System","43226","trans-2-Pentene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","45225","1,2,3-Trimethylbenzene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","45208","1,2,4-Trimethylbenzene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","45207","1,3,5-Trimethylbenzene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43280","1-Butene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43224","1-Pentene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43250","2,2,4-Trimethylpentane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43244","2,2-Dimethylbutane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43252","2,3,4-Trimethylpentane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43284","2,3-Dimethylbutane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43291","2,3-Dimethylpentane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43247","2,4-Dimethylpentane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43960","2-Methylheptane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43263","2-Methylhexane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43285","2-Methylpentane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43253","3-Methylheptane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43249","3-Methylhexane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43230","3-Methylpentane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43503","Acetaldehyde"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43551","Acetone"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43206","Acetylene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","45201","Benzene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43248","Cyclohexane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43242","Cyclopentane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43202","Ethane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","45203","Ethylbenzene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43203","Ethylene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43502","Formaldehyde"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43214","Isobutane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43221","Isopentane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43243","Isoprene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","45210","Isopropylbenzene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43261","Methylcyclohexane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43262","Methylcyclopentane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43204","Propane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43205","Propylene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","45220","Styrene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43000","Sum of PAMS target compounds"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","45202","Toluene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43102","Total NMOC (non-methane organic compound)"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43217","cis-2-Butene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43227","cis-2-Pentene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","45218","m-Diethylbenzene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","45212","m-Ethyltoluene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","45109","m/p Xylene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43212","n-Butane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43238","n-Decane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43232","n-Heptane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43231","n-Hexane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43235","n-Nonane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43233","n-Octane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43220","n-Pentane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","45209","n-Propylbenzene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43954","n-Undecane"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","45211","o-Ethyltoluene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","45204","o-Xylene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","45219","p-Diethylbenzene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","45213","p-Ethyltoluene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43216","trans-2-Butene"
"PAMS_VOC","Volatile Organic Compound subset of the PAMS Parameters","43226","trans-2-Pentene"
"PEP","National Performance Evaluation Program Parameters","14129","Lead (TSP) LC"
"PEP","National Performance Evaluation Program Parameters","85129","Lead PM10 LC FRM/FEM"
"PEP","National Performance Evaluation Program Parameters","86101","PM10-2.5 - Local Conditions"
"PEP","National Performance Evaluation Program Parameters","88101","PM2.5 - Local Conditions"
"PM COARSE","PM between 2.5 and 10 micrometers","86502","Acceptable PM10-2.5 - Local Conditions"
"PM COARSE","PM between 2.5 and 10 micrometers","86101","PM10-2.5 - Local Conditions"
"PM10 SPECIATION","PM10 Speciated Parameters","85104","Aluminum PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82101","Aluminum PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85301","Ammonium Ion PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82301","Ammonium PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85102","Antimony PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82102","Antimony PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85103","Arsenic PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82103","Arsenic PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85107","Barium PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82107","Barium PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","82242","Benzo(a)Pyrene PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","82220","Benzo(b)Fluranthene PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","82237","Benzo(g,h,i)Perylene PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","82223","Benzo(k)Fluoranthene PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85105","Beryllium PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82105","Beryllium PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85313","Black Carbon PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82190","Boron PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","82109","Bromide PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85109","Bromine PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","85110","Cadmium PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82110","Cadmium PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85111","Calcium PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82111","Calcium PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85117","Cerium Pm10 Lc"
"PM10 SPECIATION","PM10 Speciated Parameters","85118","Cesium Pm10 Lc"
"PM10 SPECIATION","PM10 Speciated Parameters","82203","Chloride PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85115","Chlorine PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82115","Chlorine PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85112","Chromium PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82112","Chromium PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85119","Chromium VI PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","85113","Cobalt PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82113","Cobalt PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85114","Copper PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82114","Copper PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","82151","Dibenz(A-H)Anthracene PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85380","EC CSN_rev Unadjusted PM10 LC TOR"
"PM10 SPECIATION","PM10 Speciated Parameters","85357","EC CSN_rev Unadjusted PM10 LC TOT"
"PM10 SPECIATION","PM10 Speciated Parameters","85383","EC1 CSN_rev Unadjusted PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","85384","EC2 CSN_rev Unadjusted PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","85385","EC3 CSN_rev Unadjusted PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82307","Elemental Carbon PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","82202","Fluoride PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","82124","Gallium PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","82243","Indeno[1,2,3-cd] pyrene PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","82131","Indium PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85131","Indium Pm10 Lc"
"PM10 SPECIATION","PM10 Speciated Parameters","85126","Iron PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82126","Iron PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","82146","Lanthanum PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85128","Lead PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","85129","Lead PM10 LC FRM/FEM"
"PM10 SPECIATION","PM10 Speciated Parameters","82128","Lead PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85140","Magnesium PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82140","Magnesium PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85132","Manganese PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82132","Manganese PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85142","Mercury PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82142","Mercury PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85134","Molybdenum PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82134","Molybdenum PM10 STP "
"PM10 SPECIATION","PM10 Speciated Parameters","85136","Nickel PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82136","Nickel PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","82306","Nitrate PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","82356","Nitrate PM2.5 STP "
"PM10 SPECIATION","PM10 Speciated Parameters","85310","Non-volatile nitrate PC10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","85370","OC CSN_rev Unadjusted PM10 LC TOR"
"PM10 SPECIATION","PM10 Speciated Parameters","85355","OC CSN_rev Unadjusted PM10 LC TOT"
"PM10 SPECIATION","PM10 Speciated Parameters","85374","OC1 CSN_rev Unadjusted PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","85375","OC2 CSN_rev Unadjusted PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","85376","OC3 CSN_rev Unadjusted PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","85377","OC4 CSN_rev Unadjusted PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","85378","Op CSN_rev Unadjusted PM10 LC TOR"
"PM10 SPECIATION","PM10 Speciated Parameters","85388","Op CSN_rev Unadjusted PM10 LC TOT"
"PM10 SPECIATION","PM10 Speciated Parameters","82305","Organic carbon PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85101","PM10 - LC"
"PM10 SPECIATION","PM10 Speciated Parameters","81102","PM10 Total 0-10um STP"
"PM10 SPECIATION","PM10 Speciated Parameters","82127","Palladium PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85152","Phosphorus PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82152","Phosphorus PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85303","Potassium Ion PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","85180","Potassium PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82180","Potassium PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85176","Rubidium PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82176","Rubidium PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85154","Selenium PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82154","Selenium PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85551","Silica PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82551","Silica PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85165","Silicon PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82165","Silicon PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85166","Silver PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82166","Silver PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85302","Sodium Ion PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","85184","Sodium PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82184","Sodium PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85168","Strontium PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82168","Strontium PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85403","Sulfate PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82403","Sulfate PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","82453","Sulfate PM2.5 STP "
"PM10 SPECIATION","PM10 Speciated Parameters","85169","Sulfur PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82169","Sulfur PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85173","Thallium PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82173","Thallium PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85174","Thorium PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","85160","Tin PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82160","Tin PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85161","Titanium PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82161","Titanium PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","82116","Total Carbon PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85306","Total Nitrate PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","85179","Uranium PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82179","Uranium PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85164","Vanadium PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82164","Vanadium PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85309","Volatile nitrate PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","85183","Yttrium PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82183","Yttrium PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85167","Zinc PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82167","Zinc PM10 STP"
"PM10 SPECIATION","PM10 Speciated Parameters","85185","Zirconium PM10 LC"
"PM10 SPECIATION","PM10 Speciated Parameters","82185","Zirconium PM10 STP"
"PM10_METAL","PM10 Metal Parameters","85104","Aluminum PM10 LC"
"PM10_METAL","PM10 Metal Parameters","82101","Aluminum PM10 STP"
"PM10_METAL","PM10 Metal Parameters","85102","Antimony PM10 LC"
"PM10_METAL","PM10 Metal Parameters","82102","Antimony PM10 STP"
"PM10_METAL","PM10 Metal Parameters","85103","Arsenic PM10 LC"
"PM10_METAL","PM10 Metal Parameters","82103","Arsenic PM10 STP"
"PM10_METAL","PM10 Metal Parameters","85107","Barium PM10 LC"
"PM10_METAL","PM10 Metal Parameters","82107","Barium PM10 STP"
"PM10_METAL","PM10 Metal Parameters","85105","Beryllium PM10 LC"
"PM10_METAL","PM10 Metal Parameters","82105","Beryllium PM10 STP"
"PM10_METAL","PM10 Metal Parameters","85110","Cadmium PM10 LC"
"PM10_METAL","PM10 Metal Parameters","82110","Cadmium PM10 STP"
"PM10_METAL","PM10 Metal Parameters","85111","Calcium PM10 LC"
"PM10_METAL","PM10 Metal Parameters","82111","Calcium PM10 STP"
"PM10_METAL","PM10 Metal Parameters","85117","Cerium Pm10 Lc"
"PM10_METAL","PM10 Metal Parameters","85118","Cesium Pm10 Lc"
"PM10_METAL","PM10 Metal Parameters","85112","Chromium PM10 LC"
"PM10_METAL","PM10 Metal Parameters","82112","Chromium PM10 STP"
"PM10_METAL","PM10 Metal Parameters","85119","Chromium VI PM10 LC"
"PM10_METAL","PM10 Metal Parameters","82119","Chromium VI PM10 STP"
"PM10_METAL","PM10 Metal Parameters","85113","Cobalt PM10 LC"
"PM10_METAL","PM10 Metal Parameters","82113","Cobalt PM10 STP"
"PM10_METAL","PM10 Metal Parameters","85114","Copper PM10 LC"
"PM10_METAL","PM10 Metal Parameters","82114","Copper PM10 STP"
"PM10_METAL","PM10 Metal Parameters","82124","Gallium PM10 STP"
"PM10_METAL","PM10 Metal Parameters","82131","Indium PM10 STP"
"PM10_METAL","PM10 Metal Parameters","85131","Indium Pm10 Lc"
"PM10_METAL","PM10 Metal Parameters","85126","Iron PM10 LC"
"PM10_METAL","PM10 Metal Parameters","82126","Iron PM10 STP"
"PM10_METAL","PM10 Metal Parameters","82146","Lanthanum PM10 STP"
"PM10_METAL","PM10 Metal Parameters","85140","Magnesium PM10 LC"
"PM10_METAL","PM10 Metal Parameters","82140","Magnesium PM10 STP"
"PM10_METAL","PM10 Metal Parameters","85132","Manganese PM10 LC"
"PM10_METAL","PM10 Metal Parameters","82132","Manganese PM10 STP"
"PM10_METAL","PM10 Metal Parameters","85142","Mercury PM10 LC"
"PM10_METAL","PM10 Metal Parameters","82142","Mercury PM10 STP"
"PM10_METAL","PM10 Metal Parameters","85134","Molybdenum PM10 LC"
"PM10_METAL","PM10 Metal Parameters","82135","Molybdenum PM10 STP"
"PM10_METAL","PM10 Metal Parameters","82134","Molybdenum PM10 STP "
"PM10_METAL","PM10 Metal Parameters","85136","Nickel PM10 LC"
"PM10_METAL","PM10 Metal Parameters","82136","Nickel PM10 STP"
"PM10_METAL","PM10 Metal Parameters","82127","Palladium PM10 STP"
